SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
152,AMBER,CGWB,8,Rajasthan,102,JAIPUR,AMER,AMER,AMBER,-,-,-,-,-,-,26.98333333,75.86666667,,30-08-2023 00:00,7.2999997
153,AMBER,CGWB,8,Rajasthan,102,JAIPUR,AMER,AMER,AMBER,-,-,-,-,-,-,26.98333333,75.86666667,,10-11-2023 00:00,10.45
154,AMBER,CGWB,8,Rajasthan,102,JAIPUR,AMER,AMER,AMBER,-,-,-,-,-,-,26.98333333,75.86666667,,10-01-2024 00:00,11.299999
155,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,10-01-2021 00:00,2.78
156,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,31-08-2021 06:00,4.33
157,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,30-11-2021 06:00,3.13
158,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,30-01-2022 07:00,3.28
159,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,30-05-2022 06:00,5.08
160,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,30-08-2022 06:00,1.13
161,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,10-11-2022 06:00,2.03
162,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,10-01-2023 00:00,2.3300002
163,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,30-05-2023 00:00,3
164,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,30-08-2023 00:00,1.73
165,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,10-11-2023 00:00,2.23
166,AMBESHWARJI,CGWB,8,Rajasthan,115,SIROHI,SIROHI,SIROHI,AMBESHWARJI,-,-,-,-,-,-,24.95555556,72.89166667,,10-01-2024 00:00,2.28
167,Amritpura (Govindgarh),CGWB,8,Rajasthan,86,AJMER,AJMER,Peesangan,Govindgarh,-,-,-,-,-,-,26.45520000,74.38400000,,10-11-2023 00:00,20.65
168,Amritpura (Govindgarh),CGWB,8,Rajasthan,86,AJMER,AJMER,Peesangan,Govindgarh,-,-,-,-,-,-,26.45520000,74.38400000,,10-01-2024 00:00,19.68
169,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,10-01-2021 00:00,16.5
170,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,31-08-2021 06:00,10.9
171,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,30-11-2021 06:00,9.5
172,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,30-01-2022 07:00,16.3
173,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,30-05-2022 06:00,21.35
174,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,30-08-2022 06:00,11.7
175,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,10-11-2022 06:00,17.5
176,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,10-01-2023 00:00,12.9
177,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,30-05-2023 00:00,19.5
178,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,30-08-2023 00:00,7.2
179,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,10-11-2023 00:00,7.3999996
180,Anadara,CGWB,8,Rajasthan,115,SIROHI,REODAR,REODAR,Anadara,-,-,-,-,-,-,24.63333333,72.65000000,,10-01-2024 00:00,9.93
181,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,10-01-2021 00:00,7.8
182,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,31-08-2021 06:00,13.6
183,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,30-11-2021 06:00,12.1
184,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,30-01-2022 07:00,12.95
185,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,30-05-2022 06:00,13.9
186,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,30-08-2022 06:00,9.15
187,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,10-11-2022 06:00,2.4
188,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,10-01-2023 00:00,2
189,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,30-05-2023 00:00,9.72
190,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,30-08-2023 00:00,7.56
191,Andheri Devi,CGWB,8,Rajasthan,86,AJMER,MASUDA,MASUDA,Andheri Devi,-,-,-,-,-,-,26.07833333,74.37611111,,10-11-2023 00:00,8.15
192,Andheri Devi_1,CGWB,8,Rajasthan,86,AJMER,-,-,-,-,-,-,-,-,-,26.07830000,74.37610000,490.00,10-01-2024 00:00,11.94
193,ANGAI,CGWB,8,Rajasthan,98,DHOLPUR,BASERI,BASERI,ANGAI,-,-,-,-,-,-,26.60194444,77.47666667,,30-05-2023 00:00,10.87
194,ANGAI,CGWB,8,Rajasthan,98,DHOLPUR,BASERI,BASERI,ANGAI,-,-,-,-,-,-,26.60194444,77.47666667,,30-08-2023 00:00,1.97
195,ANGAI,CGWB,8,Rajasthan,98,DHOLPUR,BASERI,BASERI,ANGAI,-,-,-,-,-,-,26.60194444,77.47666667,,10-11-2023 00:00,3.1699998
196,ANGAI,CGWB,8,Rajasthan,98,DHOLPUR,BASERI,BASERI,ANGAI,-,-,-,-,-,-,26.60194444,77.47666667,,10-01-2024 00:00,6.95
197,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,10-01-2021 00:00,76.55
198,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,31-08-2021 06:00,74.63
199,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,30-11-2021 06:00,74.67
200,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,30-01-2022 07:00,74.69
201,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,30-05-2022 06:00,75.35
202,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,30-08-2022 06:00,75.25
203,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,10-11-2022 06:00,76.03
204,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,10-01-2023 00:00,76.119995
205,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,30-05-2023 00:00,75.85
206,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,30-08-2023 00:00,75.7
207,Anokh_Pz,CGWB,8,Rajasthan,114,SIKAR,DHOD,DHOD,Anokhoo,-,-,-,-,-,-,27.50027778,74.94138889,,10-01-2024 00:00,76.58
208,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,10-01-2021 00:00,3.06
209,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,31-08-2021 06:00,1.81
210,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,30-11-2021 06:00,3.41
211,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,30-01-2022 07:00,3.53
212,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,30-05-2022 06:00,4.46
213,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,30-08-2022 06:00,0.71
214,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,10-11-2022 06:00,1.76
215,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,10-01-2023 00:00,2.26
216,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,30-05-2023 00:00,8.400001
217,ANTA1,CGWB,8,Rajasthan,89,BARAN,ANTAH,ANTA,ANTA,-,-,-,-,-,-,25.15833333,76.30000000,,10-01-2024 00:00,
218,Antella,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.50140000,76.02360000,,30-05-2023 00:00,31.9
219,Antella,CGWB,8,Rajasthan,102,JAIPUR,-,-,-,-,-,-,-,-,-,27.50140000,76.02360000,,10-11-2023 00:00,30.72
220,Anteree,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,Anteree,-,-,-,-,-,-,23.70000000,73.81666667,,30-05-2023 00:00,2.97
221,Anteree,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,Anteree,-,-,-,-,-,-,23.70000000,73.81666667,,30-08-2023 00:00,0.77000004
222,Anteree,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,Anteree,-,-,-,-,-,-,23.70000000,73.81666667,,10-11-2023 00:00,3.8700001
223,Anteree,CGWB,8,Rajasthan,99,DUNGARPUR,DUNGARPUR,DUNGARPUR,Anteree,-,-,-,-,-,-,23.70000000,73.81666667,,10-01-2024 00:00,4.67
224,ANUPGARH1,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,ANUPGARH,-,-,-,-,-,-,29.20000000,73.20000000,,10-01-2023 00:00,17.15
225,ANUPGARH1,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,ANUPGARH,-,-,-,-,-,-,29.20000000,73.20000000,,30-05-2023 00:00,17.75
226,ANUPGARH1,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,ANUPGARH,-,-,-,-,-,-,29.20000000,73.20000000,,30-08-2023 00:00,16.82
227,ANUPGARH1,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,ANUPGARH,-,-,-,-,-,-,29.20000000,73.20000000,,10-11-2023 00:00,16.849998
228,ANUPGARH1,CGWB,8,Rajasthan,100,GANGANAGAR,ANUPGARH,ANUPGARH,ANUPGARH,-,-,-,-,-,-,29.20000000,73.20000000,,10-01-2024 00:00,42.15
229,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,10-01-2021 00:00,8.24
230,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,31-08-2021 06:00,8.54
231,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,30-11-2021 06:00,6.36
232,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,30-01-2022 07:00,6.99
233,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,30-05-2022 06:00,10.04
234,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,30-08-2022 06:00,4.74
235,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,10-11-2022 06:00,3.59
236,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,10-01-2023 00:00,4.6400003
237,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,30-05-2023 00:00,8.82
238,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,30-08-2023 00:00,7.34
239,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,10-11-2023 00:00,7.46
240,ANVLIKALAN,CGWB,8,Rajasthan,105,JHALAWAR,JHALRAPATAN,JHALRA PATAN,ANVLIKALAN,-,-,-,-,-,-,24.44166667,75.91527778,,10-01-2024 00:00,7.74
241,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,10-01-2021 00:00,4.15
242,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,31-08-2021 06:00,2.1
243,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,30-11-2021 06:00,0.8
244,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,30-01-2022 07:00,1.5
245,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,30-05-2022 06:00,4
246,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,30-08-2022 06:00,1.3
247,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,10-11-2022 06:00,3.65
248,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,10-01-2023 00:00,4
249,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,30-05-2023 00:00,4.1
250,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,30-08-2023 00:00,0.9
251,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,10-11-2023 00:00,0.70000005
252,ARAMPURA,CGWB,8,Rajasthan,117,UDAIPUR,LASADIYA,LASADIYA,ARAMPURA,-,-,-,-,-,-,24.25138889,74.41666667,,10-01-2024 00:00,2.6
253,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,10-01-2021 00:00,3.47
254,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,31-08-2021 06:00,4.12
255,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,30-11-2021 06:00,3.67
256,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,30-01-2022 07:00,4.77
257,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,30-05-2022 06:00,4.52
258,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,30-08-2022 06:00,2.87
259,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,10-11-2022 06:00,3.17
260,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,10-01-2023 00:00,2.62
261,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,30-05-2023 00:00,4.37
262,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,30-08-2023 00:00,2.64
263,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,10-11-2023 00:00,3.17
264,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,10-01-2024 00:00,3.33
265,ARIAN,CGWB,8,Rajasthan,86,AJMER,ARAIN,ARAIN,ARIAN,-,-,-,-,-,-,26.45000000,75.06666667,,30-08-2024 00:00,1.72
266,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,10-01-2021 00:00,18.95
267,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,31-08-2021 06:00,19.72
268,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,30-11-2021 06:00,19.35
269,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,30-01-2022 07:00,19.71
270,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,30-05-2022 06:00,20.16
271,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,30-08-2022 06:00,20.04
272,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,10-11-2022 06:00,20.15
273,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,10-01-2023 00:00,20.300001
274,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,30-05-2023 00:00,20.16
275,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,30-08-2023 00:00,21.7
276,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,10-11-2023 00:00,21.95
277,ARJANSAR,CGWB,8,Rajasthan,93,BIKANER,LUNKARANSAR,LUNKARANSAR,ARJANSAR,-,-,-,-,-,-,28.93333333,73.88333333,,10-01-2024 00:00,18.52
278,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,10-01-2021 00:00,39.95
279,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,31-08-2021 06:00,41.75
280,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,30-11-2021 06:00,41.95
281,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,30-01-2022 07:00,41.95
282,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,30-05-2022 06:00,46.85
283,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,30-08-2022 06:00,44.88
284,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,10-11-2022 06:00,42.6
285,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,72.01250000,,10-01-2023 00:00,43.05
286,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,30-05-2023 00:00,43.95
287,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,72.01250000,,01-06-2023 00:00,0.25
288,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,30-08-2023 00:00,41.75
289,ARNIYALI,CGWB,8,Rajasthan,90,BARMER,SINDHARI,SINDRI,ARNIYALI,-,-,-,-,-,-,25.46666667,71.96750000,,10-11-2023 00:00,36.45
290,ARNIYALI_1,CGWB,8,Rajasthan,90,BARMER,-,-,-,-,-,-,-,-,-,25.46670000,71.96750000,90.00,11-01-2023 00:00,43.05
291,ARNIYALI_1,CGWB,8,Rajasthan,90,BARMER,-,-,-,-,-,-,-,-,-,25.46670000,71.96750000,90.00,01-06-2023 00:00,43.05
292,ARNIYALI_1,CGWB,8,Rajasthan,90,BARMER,-,-,-,-,-,-,-,-,-,25.46670000,71.96750000,90.00,10-01-2024 00:00,20.66
293,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,10-01-2021 00:00,4.6
294,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,31-08-2021 06:00,5.7
295,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,30-11-2021 06:00,3.8
296,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,30-01-2022 07:00,3.62
297,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,30-05-2022 06:00,11.4
298,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,30-08-2022 06:00,3.85
299,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,10-11-2022 06:00,4.05
300,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,10-01-2023 00:00,4.2
301,ARNIYALMAL,CGWB,8,Rajasthan,116,TONK,TONK,TONK,ARNIYALMAL,-,-,-,-,-,-,26.05833333,75.80833333,,30-05-2023 00:00,6.91
