SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,RL_MSL,Data Acquisition Time,Groundwater Level Quarterly Manual (meter)
8170,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,30-01-2022 07:00,3.4
8171,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,30-05-2022 06:00,4.3
8172,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,30-08-2022 06:00,4.1
8173,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,10-11-2022 06:00,5.47
8174,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,10-01-2023 00:00,6
8175,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,11-01-2023 00:00,6
8176,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,30-05-2023 00:00,6.5
8177,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,01-06-2023 00:00,6
8178,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,30-08-2023 00:00,5.7
8179,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,10-11-2023 00:00,6.3
8180,Santara,CGWB,8,Rajasthan,90,BARMER,BAYTOO,BAITU,Santara,-,-,-,-,-,-,25.99750000,71.96750000,,10-01-2024 00:00,6.6
8181,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,10-01-2021 00:00,106.87
8182,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,31-08-2021 06:00,106.87
8183,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,30-11-2021 06:00,106.97
8184,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,30-01-2022 07:00,108.07
8185,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,30-05-2022 06:00,106.91
8186,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,30-08-2022 06:00,106.07
8187,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,10-11-2022 06:00,106.28
8188,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65000000,,10-01-2023 00:00,106.56
8189,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65000000,,30-05-2023 00:00,105.48
8190,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65000000,,30-08-2023 00:00,105.840004
8191,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65000000,,10-11-2023 00:00,106.270004
8192,Sanu1,CGWB,8,Rajasthan,103,JAISALMER,SAM,-,-,-,-,-,-,-,-,27.24000000,70.65888889,,10-01-2024 00:00,106.75
8193,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,10-01-2021 00:00,33.2
8194,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,31-08-2021 06:00,33.17
8195,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,30-11-2021 06:00,32.82
8196,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,30-01-2022 07:00,34.65
8197,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,30-05-2022 06:00,33.1
8198,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,30-08-2022 06:00,35.4
8199,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,10-11-2022 06:00,34.35
8200,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,10-01-2023 00:00,
8201,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,30-05-2023 00:00,
8202,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,30-08-2023 00:00,
8203,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,10-11-2023 00:00,
8204,SANWALA,CGWB,8,Rajasthan,103,JAISALMER,JAISALMER,JAISALMER,SANWALA,-,-,-,-,-,-,26.98333333,71.23333333,,10-01-2024 00:00,
8205,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,10-01-2021 00:00,29.37
8206,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,31-08-2021 06:00,29.87
8207,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,30-11-2021 06:00,29.37
8208,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,30-01-2022 07:00,28.32
8209,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,30-05-2022 06:00,29.32
8210,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,30-08-2022 06:00,27.37
8211,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,10-11-2022 06:00,29.07
8212,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,10-01-2023 00:00,29.269999
8213,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,30-05-2023 00:00,29.57
8214,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,30-08-2023 00:00,27.91
8215,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,10-11-2023 00:00,29.369999
8216,SANWARD,CGWB,8,Rajasthan,110,NAGAUR,LADNUN,LADNU,SANWARD,-,-,-,-,-,-,27.51666667,74.51666667,,10-01-2024 00:00,30.37
8217,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,10-01-2021 00:00,32.85
8218,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,31-08-2021 06:00,32.55
8219,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,30-11-2021 06:00,32.55
8220,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,30-01-2022 07:00,33.35
8221,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,30-05-2022 06:00,33.3
8222,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,30-08-2022 06:00,32.95
8223,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,10-11-2022 06:00,32.95
8224,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,10-01-2023 00:00,34
8225,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,30-05-2023 00:00,41.25
8226,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,30-08-2023 00:00,32.58
8227,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,10-11-2023 00:00,32.53
8228,SANWATA,CGWB,8,Rajasthan,103,JAISALMER,SAM,SAM,SANWATA,-,-,-,-,-,-,26.71666667,71.30833333,,10-01-2024 00:00,33.05
8229,SAPOTRA1,CGWB,8,Rajasthan,108,KARAULI,SAPOTARA,SAPOTRA,SAPOTRA,-,-,-,-,-,-,26.28916667,76.75500000,,10-01-2023 00:00,15.860001
8230,SAPOTRA1,CGWB,8,Rajasthan,108,KARAULI,SAPOTARA,SAPOTRA,SAPOTRA,-,-,-,-,-,-,26.28916667,76.75500000,,30-05-2023 00:00,13.34
8231,SAPOTRA1,CGWB,8,Rajasthan,108,KARAULI,SAPOTARA,SAPOTRA,SAPOTRA,-,-,-,-,-,-,26.28916667,76.75500000,,30-08-2023 00:00,7.8599997
8232,SAPOTRA1,CGWB,8,Rajasthan,108,KARAULI,SAPOTARA,SAPOTRA,SAPOTRA,-,-,-,-,-,-,26.28916667,76.75500000,,10-11-2023 00:00,13.36
8233,SAPOTRA1,CGWB,8,Rajasthan,108,KARAULI,SAPOTARA,SAPOTRA,SAPOTRA,-,-,-,-,-,-,26.28916667,76.75500000,,10-01-2024 00:00,13.66
8234,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,10-01-2021 00:00,3.85
8235,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,31-08-2021 06:00,1.45
8236,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,30-11-2021 06:00,1.95
8237,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,30-01-2022 07:00,2.45
8238,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,30-05-2022 06:00,3.95
8239,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,30-08-2022 06:00,1.05
8240,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,10-11-2022 06:00,3.65
8241,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,30-05-2023 00:00,2.55
8242,SARADA,CGWB,8,Rajasthan,117,UDAIPUR,SARADA,SARARA,SARADA,-,-,-,-,-,-,24.15000000,73.83333333,,30-08-2023 00:00,1.05
8243,Saran,CGWB,8,Rajasthan,88,BANSWARA,KUSHALGARH,KUSHALGARH,Saran,-,-,-,-,-,-,23.70944444,74.60861111,,30-05-2023 00:00,
8244,Saran,CGWB,8,Rajasthan,88,BANSWARA,KUSHALGARH,KUSHALGARH,Saran,-,-,-,-,-,-,23.70944444,74.60861111,,30-08-2023 00:00,0.100000024
8245,Saran,CGWB,8,Rajasthan,88,BANSWARA,KUSHALGARH,KUSHALGARH,Saran,-,-,-,-,-,-,23.70944444,74.60861111,,10-11-2023 00:00,2.4
8246,Sarani Kheda  (Shahpur),CGWB,8,Rajasthan,98,DHOLPUR,-,-,-,-,-,-,-,-,-,26.70370000,77.80370000,189.70,10-11-2023 00:00,3.9
8247,Sarani Kheda  (Shahpur),CGWB,8,Rajasthan,98,DHOLPUR,-,-,-,-,-,-,-,-,-,26.70370000,77.80370000,189.70,10-01-2024 00:00,1.9000001
8248,SARAWADI,CGWB,8,Rajasthan,90,BARMER,BALOTRA,BALOTRA,SARAWADI,-,-,-,-,-,-,26.00833333,72.48333333,,10-11-2023 00:00,47.1
8249,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,10-01-2021 00:00,14.2
8250,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,31-08-2021 06:00,6.7
8251,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,30-11-2021 06:00,7.65
8252,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,30-01-2022 07:00,6.86
8253,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,30-05-2022 06:00,6.85
8254,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,30-08-2022 06:00,7.1
8255,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,10-01-2023 00:00,6.8199997
8256,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,30-05-2023 00:00,6.9700003
8257,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,30-08-2023 00:00,6.8199997
8258,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,10-11-2023 00:00,6.8999996
8259,SARDARPURA,CGWB,8,Rajasthan,100,GANGANAGAR,SURATGARH,SURATGARH,SARDARPURA,-,-,-,-,-,-,29.28333333,74.17083333,,10-01-2024 00:00,9.87
8260,SARDARSAMAD,CGWB,8,Rajasthan,111,PALI,SOJAT,SOJAT,SARDARSAMAD,-,-,-,-,-,-,25.97500000,73.38333333,,10-01-2023 00:00,4.15
8261,SARDARSAMAD,CGWB,8,Rajasthan,111,PALI,SOJAT,SOJAT,SARDARSAMAD,-,-,-,-,-,-,25.97500000,73.38333333,,30-05-2023 00:00,0.92
8262,SARDARSAMAD,CGWB,8,Rajasthan,111,PALI,SOJAT,SOJAT,SARDARSAMAD,-,-,-,-,-,-,25.97500000,73.38333333,,30-08-2023 00:00,0.6
8263,SARDARSAMAD,CGWB,8,Rajasthan,111,PALI,SOJAT,SOJAT,SARDARSAMAD,-,-,-,-,-,-,25.97500000,73.38333333,,10-11-2023 00:00,0.75
8264,SARDARSAMAD,CGWB,8,Rajasthan,111,PALI,SOJAT,SOJAT,SARDARSAMAD,-,-,-,-,-,-,25.97500000,73.38333333,,10-01-2024 00:00,0.89
8265,SARDARSHAHAR,CGWB,8,Rajasthan,96,CHURU,SARDAR SHAHAR,SARDARSHAR,SARDARSHAHAR,-,-,-,-,-,-,28.43888889,74.43888889,,10-01-2023 00:00,35.300003
8266,SARDARSHAHAR,CGWB,8,Rajasthan,96,CHURU,SARDAR SHAHAR,SARDARSHAR,SARDARSHAHAR,-,-,-,-,-,-,28.43888889,74.43888889,,30-05-2023 00:00,35.33
8267,SARDARSHAHAR,CGWB,8,Rajasthan,96,CHURU,SARDAR SHAHAR,SARDARSHAR,SARDARSHAHAR,-,-,-,-,-,-,28.43888889,74.43888889,,30-08-2023 00:00,35.3
8268,SARDARSHAHAR,CGWB,8,Rajasthan,96,CHURU,SARDAR SHAHAR,SARDARSHAR,SARDARSHAHAR,-,-,-,-,-,-,28.43888889,74.43888889,,10-11-2023 00:00,35.350002
8269,SARDARSHAHAR,CGWB,8,Rajasthan,96,CHURU,SARDAR SHAHAR,SARDARSHAR,SARDARSHAHAR,-,-,-,-,-,-,28.43888889,74.43888889,,10-01-2024 00:00,36.75
8270,Sardi_1,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,27.54680000,74.55000000,331.00,10-11-2023 00:00,15
8271,Sardi_1,CGWB,8,Rajasthan,110,NAGAUR,-,-,-,-,-,-,-,-,-,27.54680000,74.55000000,331.00,10-01-2024 00:00,16.8
8272,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,10-01-2021 00:00,8.06
8273,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,31-08-2021 06:00,6.16
8274,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,30-11-2021 06:00,12.51
8275,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,30-01-2022 07:00,10.89
8276,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,30-05-2022 06:00,10.26
8277,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,30-08-2022 06:00,3.81
8278,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,10-11-2022 06:00,5.56
8279,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,10-01-2023 00:00,8.76
8280,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,30-05-2023 00:00,15.29
8281,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,30-08-2023 00:00,10.63
8282,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,10-11-2023 00:00,11.26
8283,SAREDI,CGWB,8,Rajasthan,105,JHALAWAR,MANOHARTHANA,MANOHAR THANA,SAREDI,-,-,-,-,-,-,24.35000000,76.67222222,,10-01-2024 00:00,11.38
8284,SARGIA KALLAN,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.53500000,73.53750000,,30-05-2023 00:00,36.15
8285,SARGIA KALLAN_1,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.53500000,73.53750000,315.00,10-11-2023 00:00,43.97
8286,SARGIA KALLAN_1,CGWB,8,Rajasthan,107,JODHPUR,-,-,-,-,-,-,-,-,-,26.53500000,73.53750000,315.00,10-01-2024 00:00,57.34
8287,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,10-01-2021 00:00,60.53
8288,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,31-08-2021 06:00,56.83
8289,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,30-11-2021 06:00,60.23
8290,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,30-01-2022 07:00,56.23
8291,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,30-05-2022 06:00,59.03
8292,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,30-08-2022 06:00,42.33
8293,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,10-11-2022 06:00,77.33
8294,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,10-01-2023 00:00,71.93
8295,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,30-05-2023 00:00,73.229996
8296,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,30-08-2023 00:00,61.43
8297,Sarnau Pz,CGWB,8,Rajasthan,104,JALORE,SANCHORE,SANCHORE,Sarnau Pz,-,-,-,-,-,-,24.78027778,71.93916667,,10-11-2023 00:00,59.530003
8298,Sar_Pz_2,CGWB,8,Rajasthan,97,DAUSA,-,-,-,-,-,-,-,-,-,26.72520000,76.45190000,326.00,30-05-2023 00:00,24.2
8299,Sar_Pz_2,CGWB,8,Rajasthan,97,DAUSA,-,-,-,-,-,-,-,-,-,26.72520000,76.45190000,326.00,10-11-2023 00:00,26.1
8300,Sar_Pz_2,CGWB,8,Rajasthan,97,DAUSA,-,-,-,-,-,-,-,-,-,26.72520000,76.45190000,326.00,10-01-2024 00:00,19.55
8301,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,10-01-2021 00:00,2.8
8302,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,31-08-2021 06:00,1.5
8303,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,30-11-2021 06:00,1.5
8304,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,30-01-2022 07:00,1.6
8305,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,30-05-2022 06:00,3.8
8306,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,30-08-2022 06:00,1.15
8307,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,10-11-2022 06:00,1.37
8308,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,10-01-2023 00:00,2.2
8309,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,30-05-2023 00:00,3.17
8310,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,30-08-2023 00:00,1.9000001
8311,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,10-11-2023 00:00,2.15
8312,SARTHAL,CGWB,8,Rajasthan,89,BARAN,CHHIPABAROD,CHHIPA BAROD,SARTHAL,-,-,-,-,-,-,24.48333333,76.60000000,,10-01-2024 00:00,2.3
8313,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,10-01-2021 00:00,68.35
8314,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,31-08-2021 06:00,63.9
8315,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,30-11-2021 06:00,65.1
8316,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,30-01-2022 07:00,64.7
8317,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,30-05-2022 06:00,67.93
8318,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,30-08-2022 06:00,65.08
8319,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,10-11-2022 06:00,63.7
8320,Sarundh,CGWB,8,Rajasthan,102,JAIPUR,KOTPUTLI,KOTPUTLI,Sarundh,-,-,-,-,-,-,27.72222222,76.12416667,,10-01-2023 00:00,64.4
